order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date
ORD000077,CUST01495,delivered,2017-01-12,2017-01-23
ORD000078,CUST00667,delivered,2017-01-12,2017-02-04
ORD000079,CUST01517,delivered,2017-01-12,2017-01-17
ORD000080,CUST01456,delivered,2017-01-13,2017-02-12
ORD000081,CUST00859,shipped,2017-01-13,2017-01-21
ORD000082,CUST02746,delivered,2017-01-13,2017-02-07
ORD000083,CUST01094,delivered,2017-01-13,2017-01-16
ORD000084,CUST02875,delivered,2017-01-13,2017-02-03
ORD000085,CUST02800,delivered,2017-01-13,2017-02-05
ORD000086,CUST02655,delivered,2017-01-13,2017-02-10
ORD000087,CUST00293,delivered,2017-01-13,2017-02-09
ORD000088,CUST02496,delivered,2017-01-14,2017-02-08
ORD000089,CUST02601,shipped,2017-01-14,2017-01-26
ORD000090,CUST00701,delivered,2017-01-14,2017-02-03
ORD000091,CUST02188,delivered,2017-01-14,2017-02-06
ORD000092,CUST02987,delivered,2017-01-14,2017-01-20
ORD000093,CUST01003,delivered,2017-01-14,2017-02-06
ORD000094,CUST00670,delivered,2017-01-14,2017-02-03
ORD000095,CUST01894,delivered,2017-01-15,2017-01-20
ORD000096,CUST01555,delivered,2017-01-15,2017-01-24
ORD000097,CUST01106,delivered,2017-01-15,2017-02-06
ORD000098,CUST02622,delivered,2017-01-15,2017-02-04
ORD000099,CUST02819,delivered,2017-01-15,2017-02-05
ORD000100,CUST02282,delivered,2017-01-15,2017-02-11
ORD000101,CUST00900,delivered,2017-01-15,2017-01-19
ORD000102,CUST02805,delivered,2017-01-16,2017-02-06
ORD000103,CUST01329,delivered,2017-01-16,2017-02-04
ORD000104,CUST00230,delivered,2017-01-16,2017-01-25
ORD000105,CUST00939,canceled,2017-01-16,2017-02-12
ORD000106,CUST00132,delivered,2017-01-16,2017-02-03
ORD000107,CUST01293,delivered,2017-01-17,2017-02-05
ORD000108,CUST01644,delivered,2017-01-17,2017-01-20
ORD000109,CUST01097,delivered,2017-01-17,2017-01-23
ORD000110,CUST00272,delivered,2017-01-17,2017-02-10
ORD000111,CUST00865,delivered,2017-01-17,2017-02-06
ORD000112,CUST02324,delivered,2017-01-17,2017-01-25
ORD000113,CUST02941,canceled,2017-01-17,2017-01-20
ORD000114,CUST01289,delivered,2017-01-17,2017-01-28
ORD000115,CUST00871,delivered,2017-01-18,2017-02-15
ORD000116,CUST02685,shipped,2017-01-18,2017-01-27
ORD000117,CUST02045,delivered,2017-01-18,2017-01-28
ORD000118,CUST01621,delivered,2017-01-19,2017-02-17
ORD000119,CUST02634,shipped,2017-01-19,2017-02-13
ORD000120,CUST01880,delivered,2017-01-19,2017-02-17
ORD000121,CUST00586,delivered,2017-01-19,2017-02-09
ORD000122,CUST01085,shipped,2017-01-19,2017-02-05
ORD000123,CUST00572,delivered,2017-01-19,2017-01-24
ORD000124,CUST01011,delivered,2017-01-20,2017-02-17
ORD000125,CUST02300,delivered,2017-01-20,2017-02-09
ORD000126,CUST02208,delivered,2017-01-20,2017-02-11
ORD000127,CUST01077,delivered,2017-01-20,2017-02-02
ORD000128,CUST02395,shipped,2017-01-20,2017-02-04
ORD000129,CUST01755,delivered,2017-01-20,2017-02-10
ORD000130,CUST02391,delivered,2017-01-20,2017-01-24
ORD000131,CUST01636,delivered,2017-01-20,2017-02-07
ORD000132,CUST01483,delivered,2017-01-20,2017-02-19
ORD000133,CUST00899,delivered,2017-01-20,2017-01-23
ORD000134,CUST00567,delivered,2017-01-20,2017-02-02
ORD000135,CUST02088,canceled,2017-01-21,2017-02-06
ORD000136,CUST02022,delivered,2017-01-21,2017-01-29
ORD000137,CUST00373,delivered,2017-01-21,2017-02-06
ORD000138,CUST00193,delivered,2017-01-21,2017-01-24
ORD000139,CUST00450,delivered,2017-01-21,2017-02-20
ORD000140,CUST00627,processing,2017-01-22,2017-02-10
ORD000141,CUST02571,processing,2017-01-22,2017-02-04
ORD000142,CUST00656,delivered,2017-01-22,2017-02-06
ORD000143,CUST02788,delivered,2017-01-22,2017-02-02
ORD000144,CUST01730,delivered,2017-01-22,2017-01-27
ORD000145,CUST02443,delivered,2017-01-22,2017-01-28
ORD000146,CUST00261,delivered,2017-01-23,2017-01-29
ORD000147,CUST01577,delivered,2017-01-23,2017-02-12
ORD000148,CUST01564,delivered,2017-01-23,2017-01-31
ORD000149,CUST02441,delivered,2017-01-23,2017-02-04
ORD000150,CUST01918,delivered,2017-01-23,2017-01-30
ORD000151,CUST02168,canceled,2017-01-23,2017-01-31
ORD000152,CUST01030,delivered,2017-01-23,2017-02-03
ORD000153,CUST02267,delivered,2017-01-24,2017-02-20
ORD000154,CUST00048,delivered,2017-01-24,2017-01-29
ORD000155,CUST02787,processing,2017-01-24,2017-01-31
ORD000156,CUST02953,delivered,2017-01-24,2017-02-05
ORD000157,CUST00470,delivered,2017-01-24,2017-02-09
ORD000158,CUST02793,delivered,2017-01-24,2017-02-17
ORD000159,CUST02200,delivered,2017-01-24,2017-02-01
ORD000160,CUST01093,delivered,2017-01-25,2017-01-29
ORD000161,CUST02626,delivered,2017-01-25,2017-02-16
ORD000162,CUST01394,delivered,2017-01-25,2017-02-07
ORD000163,CUST00457,delivered,2017-01-25,2017-02-02
ORD000164,CUST01203,delivered,2017-01-25,2017-01-28
ORD000165,CUST01781,delivered,2017-01-26,2017-02-20
ORD000166,CUST00648,delivered,2017-01-26,2017-01-30
ORD000167,CUST01859,delivered,2017-01-26,2017-02-07
ORD000168,CUST00014,delivered,2017-01-26,2017-02-10
ORD000169,CUST02958,delivered,2017-01-26,2017-02-01
ORD000170,CUST02948,delivered,2017-01-26,2017-02-08
ORD000171,CUST01079,delivered,2017-01-26,2017-02-02
ORD000172,CUST02051,delivered,2017-01-27,2017-02-12
ORD000173,CUST00732,delivered,2017-01-27,2017-02-09
ORD000174,CUST02080,delivered,2017-01-27,2017-02-07
ORD000175,CUST00436,delivered,2017-01-27,2017-02-11
ORD000176,CUST02562,delivered,2017-01-28,2017-02-26
ORD000177,CUST01223,delivered,2017-01-28,2017-02-03
ORD000178,CUST02618,delivered,2017-01-28,2017-02-01
ORD000179,CUST02080,canceled,2017-01-28,2017-02-06
ORD000180,CUST02495,delivered,2017-01-28,2017-02-07
ORD000181,CUST00815,delivered,2017-01-29,2017-02-25
ORD000182,CUST00627,delivered,2017-01-29,2017-02-20
ORD000183,CUST01532,canceled,2017-01-29,2017-02-19
ORD000184,CUST00662,shipped,2017-01-29,2017-02-08
ORD000185,CUST02210,delivered,2017-01-29,2017-02-16
ORD000186,CUST02173,delivered,2017-01-30,2017-02-18
ORD000187,CUST00003,delivered,2017-01-30,2017-02-26
ORD000188,CUST02454,delivered,2017-01-30,2017-02-18
ORD000189,CUST01328,delivered,2017-01-30,2017-02-14
ORD000190,CUST02002,delivered,2017-01-30,2017-02-05
ORD000191,CUST00080,delivered,2017-01-30,2017-02-10
ORD000192,CUST00459,shipped,2017-01-30,2017-02-03
ORD000193,CUST01487,canceled,2017-01-30,2017-02-12
ORD000194,CUST01260,delivered,2017-01-30,2017-02-16
ORD000195,CUST00981,delivered,2017-01-30,2017-02-19
ORD000196,CUST00238,delivered,2017-01-30,2017-02-15
ORD000197,CUST00987,delivered,2017-01-31,2017-02-05
ORD000198,CUST02324,shipped,2017-01-31,2017-02-18
ORD000199,CUST00323,shipped,2017-01-31,2017-02-03
ORD000200,CUST00351,delivered,2017-01-31,2017-02-16
ORD000201,CUST02998,delivered,2017-01-31,2017-02-23
ORD000202,CUST01991,delivered,2017-02-01,2017-02-11
ORD000203,CUST00284,delivered,2017-02-01,2017-02-04
ORD000204,CUST02182,shipped,2017-02-01,2017-02-12
ORD000205,CUST00516,delivered,2017-02-01,2017-02-21
ORD000206,CUST00526,delivered,2017-02-02,2017-02-23
ORD000207,CUST02703,delivered,2017-02-02,2017-02-26
ORD000208,CUST01947,delivered,2017-02-02,2017-02-08
ORD000209,CUST02252,delivered,2017-02-02,2017-02-12
ORD000210,CUST00677,delivered,2017-02-02,2017-03-01
ORD000211,CUST01086,delivered,2017-02-02,2017-02-22
ORD000212,CUST02162,delivered,2017-02-02,2017-02-25
ORD000213,CUST02485,delivered,2017-02-03,2017-03-03
ORD000214,CUST01734,delivered,2017-02-03,2017-02-10
ORD000215,CUST00868,delivered,2017-02-03,2017-02-15
ORD000216,CUST02209,delivered,2017-02-03,2017-02-24
ORD000217,CUST02990,delivered,2017-02-03,2017-02-19
ORD000218,CUST02826,delivered,2017-02-03,2017-02-20
ORD000219,CUST00824,delivered,2017-02-03,2017-02-08
ORD000220,CUST02921,delivered,2017-02-03,2017-03-05
ORD000221,CUST01277,delivered,2017-02-03,2017-02-26
ORD000222,CUST01635,delivered,2017-02-04,2017-02-23
ORD000223,CUST02752,delivered,2017-02-04,2017-02-13
ORD000224,CUST02662,delivered,2017-02-04,2017-03-04
ORD000225,CUST01530,delivered,2017-02-04,2017-02-11
ORD000226,CUST01795,delivered,2017-02-04,2017-02-18
ORD000227,CUST02120,processing,2017-02-04,2017-02-24
ORD000228,CUST01850,delivered,2017-02-05,2017-02-13
ORD000229,CUST00496,shipped,2017-02-05,2017-03-05
ORD000230,CUST01016,delivered,2017-02-05,2017-02-15
ORD000231,CUST00921,delivered,2017-02-05,2017-02-25
ORD000232,CUST00263,delivered,2017-02-05,2017-02-21
ORD000233,CUST01385,delivered,2017-02-06,2017-02-26
ORD000234,CUST00087,delivered,2017-02-06,2017-02-23
ORD000235,CUST02410,delivered,2017-02-06,2017-02-10
ORD000236,CUST02269,delivered,2017-02-06,2017-02-09
ORD000237,CUST00943,delivered,2017-02-06,2017-03-07
ORD000238,CUST02411,delivered,2017-02-06,2017-02-23
ORD000239,CUST00903,delivered,2017-02-06,2017-03-07
ORD000240,CUST00030,delivered,2017-02-06,2017-02-28
ORD000241,CUST00291,canceled,2017-02-07,2017-02-19
ORD000242,CUST02900,processing,2017-02-07,2017-03-02
ORD000243,CUST02585,canceled,2017-02-07,2017-02-15
ORD000244,CUST00242,delivered,2017-02-07,2017-02-10
ORD000245,CUST00938,delivered,2017-02-07,2017-02-11
ORD000246,CUST00277,canceled,2017-02-07,2017-02-25
ORD000247,CUST00129,delivered,2017-02-07,2017-02-18
ORD000248,CUST01354,processing,2017-02-07,2017-03-01
ORD000249,CUST00291,processing,2017-02-07,2017-02-18
ORD000250,CUST02106,shipped,2017-02-08,2017-03-09
ORD000251,CUST00975,delivered,2017-02-08,2017-03-04
ORD000252,CUST01141,delivered,2017-02-08,2017-02-23
ORD000253,CUST02741,shipped,2017-02-08,2017-02-22
ORD000254,CUST01989,delivered,2017-02-08,2017-03-09
ORD000255,CUST00878,delivered,2017-02-08,2017-03-03
ORD000256,CUST02209,delivered,2017-02-08,2017-02-17
ORD000257,CUST00542,canceled,2017-02-08,2017-03-01
ORD000258,CUST02963,delivered,2017-02-08,2017-03-09
ORD000259,CUST02339,delivered,2017-02-09,2017-02-28
ORD000260,CUST02361,delivered,2017-02-09,2017-02-21
ORD000261,CUST01937,delivered,2017-02-10,2017-02-14
ORD000262,CUST00996,processing,2017-02-10,2017-02-18
ORD000263,CUST01938,delivered,2017-02-10,2017-03-08
ORD000264,CUST01668,delivered,2017-02-10,2017-03-02
ORD000265,CUST00780,shipped,2017-02-10,2017-03-03
ORD000266,CUST00387,delivered,2017-02-10,2017-02-15
ORD000267,CUST00398,delivered,2017-02-10,2017-02-22
ORD000268,CUST02700,delivered,2017-02-10,2017-02-15
ORD000269,CUST01766,delivered,2017-02-10,2017-02-25
ORD000270,CUST01452,delivered,2017-02-10,2017-03-07
ORD000271,CUST01735,delivered,2017-02-11,2017-02-17
ORD000272,CUST01684,delivered,2017-02-11,2017-03-12
ORD000273,CUST01913,shipped,2017-02-11,2017-02-18
ORD000274,CUST02987,canceled,2017-02-11,2017-03-09
ORD000275,CUST00222,delivered,2017-02-11,2017-03-03
ORD000276,CUST02759,delivered,2017-02-11,2017-02-22
ORD000277,CUST02677,delivered,2017-02-11,2017-02-27
ORD000278,CUST02647,delivered,2017-02-11,2017-02-20
ORD000279,CUST00404,delivered,2017-02-11,2017-03-05
ORD000280,CUST00249,delivered,2017-02-11,2017-03-02
ORD000281,CUST01650,shipped,2017-02-12,2017-03-12
ORD000282,CUST02983,delivered,2017-02-12,2017-02-25
ORD000283,CUST01390,delivered,2017-02-12,2017-03-08
ORD000284,CUST00448,delivered,2017-02-12,2017-02-25
ORD000285,CUST01019,delivered,2017-02-12,2017-03-07
ORD000286,CUST00785,delivered,2017-02-12,2017-02-23
ORD000287,CUST00780,delivered,2017-02-12,2017-03-11
ORD000288,CUST02197,delivered,2017-02-13,2017-03-10
ORD000289,CUST01838,delivered,2017-02-13,2017-03-02
ORD000290,CUST00575,delivered,2017-02-13,2017-02-24
ORD000291,CUST01729,delivered,2017-02-13,2017-02-23
ORD000292,CUST00752,delivered,2017-02-13,2017-03-09
ORD000293,CUST01141,delivered,2017-02-13,2017-02-26
ORD000294,CUST01895,delivered,2017-02-13,2017-02-26
ORD000295,CUST01024,delivered,2017-02-13,2017-02-22
ORD000296,CUST00309,delivered,2017-02-13,2017-03-02
ORD000297,CUST01816,delivered,2017-02-14,2017-03-08
ORD000298,CUST02255,delivered,2017-02-14,2017-02-27
ORD000299,CUST00402,delivered,2017-02-14,2017-02-17
ORD000300,CUST00208,delivered,2017-02-14,2017-03-11
ORD000301,CUST02672,delivered,2017-02-14,2017-02-21
ORD000302,CUST02215,delivered,2017-02-14,2017-03-09
ORD000303,CUST00061,delivered,2017-02-14,2017-02-17
ORD000304,CUST00383,delivered,2017-02-14,2017-03-08
ORD000305,CUST00969,delivered,2017-02-14,2017-03-04
ORD000306,CUST00682,processing,2017-02-14,2017-02-17
ORD000307,CUST01665,delivered,2017-02-15,2017-02-18
ORD000308,CUST01990,delivered,2017-02-15,2017-03-11
ORD000309,CUST01972,delivered,2017-02-15,2017-02-23
ORD000310,CUST00876,delivered,2017-02-15,2017-03-03
ORD000311,CUST01643,delivered,2017-02-16,2017-03-08
ORD000312,CUST00241,delivered,2017-02-16,2017-03-13
ORD000313,CUST00675,delivered,2017-02-16,2017-03-13
ORD000314,CUST01553,processing,2017-02-16,2017-03-06
ORD000315,CUST00009,delivered,2017-02-16,2017-03-15
ORD000316,CUST01600,delivered,2017-02-16,2017-03-03
ORD000317,CUST01087,delivered,2017-02-16,2017-03-08
ORD000318,CUST01864,delivered,2017-02-16,2017-02-21
ORD000319,CUST01169,delivered,2017-02-16,2017-03-16
ORD000320,CUST01733,delivered,2017-02-16,2017-03-11
ORD000321,CUST02854,delivered,2017-02-17,2017-03-12
ORD000322,CUST02993,delivered,2017-02-17,2017-02-22
ORD000323,CUST02277,delivered,2017-02-17,2017-03-09
ORD000324,CUST02712,delivered,2017-02-17,2017-02-20
ORD000325,CUST02943,processing,2017-02-17,2017-03-18
ORD000326,CUST01994,delivered,2017-02-18,2017-03-19
ORD000327,CUST00635,delivered,2017-02-18,2017-03-14
ORD000328,CUST00778,delivered,2017-02-18,2017-03-07
ORD000329,CUST01216,delivered,2017-02-18,2017-03-14
ORD000330,CUST00892,delivered,2017-02-18,2017-02-24
ORD000331,CUST00240,delivered,2017-02-18,2017-03-04
ORD000332,CUST02373,delivered,2017-02-18,2017-03-19
ORD000333,CUST02221,delivered,2017-02-19,2017-03-06
ORD000334,CUST00250,delivered,2017-02-19,2017-03-20
ORD000335,CUST01285,delivered,2017-02-19,2017-03-13
ORD000336,CUST00235,delivered,2017-02-20,2017-03-06
ORD000337,CUST00206,shipped,2017-02-20,2017-03-07
ORD000338,CUST02393,delivered,2017-02-20,2017-02-28
ORD000339,CUST01953,delivered,2017-02-20,2017-03-21
ORD000340,CUST02060,delivered,2017-02-20,2017-03-19
ORD000341,CUST02176,delivered,2017-02-20,2017-03-20
ORD000342,CUST00645,delivered,2017-02-20,2017-03-17
ORD000343,CUST00233,delivered,2017-02-21,2017-02-24
ORD000344,CUST02081,delivered,2017-02-21,2017-02-27
ORD000345,CUST00329,delivered,2017-02-21,2017-03-10
ORD000346,CUST00762,delivered,2017-02-21,2017-03-07
ORD000347,CUST00281,delivered,2017-02-21,2017-03-02
ORD000348,CUST02438,delivered,2017-02-21,2017-03-10
ORD000349,CUST00279,delivered,2017-02-21,2017-02-24
ORD000350,CUST02766,delivered,2017-02-22,2017-03-04
ORD000351,CUST00964,delivered,2017-02-22,2017-03-20
ORD000352,CUST01654,shipped,2017-02-22,2017-02-25
ORD000353,CUST00492,delivered,2017-02-22,2017-03-21
ORD000354,CUST02334,delivered,2017-02-22,2017-03-05
ORD000355,CUST01009,delivered,2017-02-23,2017-03-19
ORD000356,CUST02372,delivered,2017-02-23,2017-03-20
ORD000357,CUST02436,delivered,2017-02-23,2017-03-09
ORD000358,CUST00163,delivered,2017-02-23,2017-03-04
ORD000359,CUST02537,canceled,2017-02-23,2017-02-28
ORD000360,CUST00336,delivered,2017-02-23,2017-03-24
ORD000361,CUST01718,delivered,2017-02-24,2017-03-18
ORD000362,CUST02693,delivered,2017-02-24,2017-03-19
ORD000363,CUST02391,delivered,2017-02-24,2017-03-08
ORD000364,CUST02316,delivered,2017-02-24,2017-03-24
ORD000365,CUST02142,canceled,2017-02-24,2017-03-21
ORD000366,CUST01296,delivered,2017-02-24,2017-03-06
ORD000367,CUST01069,processing,2017-02-24,2017-03-06
ORD000368,CUST00837,canceled,2017-02-24,2017-03-14
ORD000369,CUST02744,delivered,2017-02-25,2017-03-11
ORD000370,CUST02934,delivered,2017-02-25,2017-03-01
ORD000371,CUST01287,delivered,2017-02-25,2017-03-08
ORD000372,CUST00978,delivered,2017-02-25,2017-03-15
ORD000373,CUST01088,delivered,2017-02-25,2017-03-22
ORD000374,CUST01622,delivered,2017-02-25,2017-03-22
ORD000375,CUST00537,delivered,2017-02-25,2017-03-19
ORD000376,CUST02752,delivered,2017-02-25,2017-03-06
ORD000377,CUST02644,delivered,2017-02-25,2017-02-28
ORD000378,CUST01229,delivered,2017-02-25,2017-03-06
ORD000379,CUST01873,delivered,2017-02-25,2017-03-26
ORD000380,CUST01296,delivered,2017-02-25,2017-03-20
ORD000381,CUST00298,delivered,2017-02-25,2017-03-12
ORD000382,CUST00039,delivered,2017-02-25,2017-03-03
ORD000383,CUST01878,delivered,2017-02-25,2017-03-27
ORD000384,CUST02545,shipped,2017-02-25,2017-03-08
ORD000385,CUST02307,delivered,2017-02-25,2017-03-18
ORD000386,CUST00410,delivered,2017-02-26,2017-03-17
ORD000387,CUST00301,delivered,2017-02-26,2017-03-16
ORD000388,CUST02203,delivered,2017-02-26,2017-03-06
ORD000389,CUST00874,delivered,2017-02-26,2017-03-18
ORD000390,CUST02073,delivered,2017-02-26,2017-03-07
ORD000391,CUST01087,processing,2017-02-26,2017-03-22
ORD000392,CUST00543,delivered,2017-02-27,2017-03-25
ORD000393,CUST01430,delivered,2017-02-27,2017-03-20
ORD000394,CUST00282,delivered,2017-02-27,2017-03-23
ORD000395,CUST01001,delivered,2017-02-27,2017-03-23
ORD000396,CUST01514,canceled,2017-02-27,2017-03-21
ORD000397,CUST01168,shipped,2017-02-27,2017-03-20
ORD000398,CUST00647,delivered,2017-02-27,2017-03-07
ORD000399,CUST01795,delivered,2017-02-27,2017-03-04
ORD000400,CUST02226,delivered,2017-02-27,2017-03-20
ORD000401,CUST02882,delivered,2017-02-27,2017-03-06
ORD000402,CUST01240,canceled,2017-02-28,2017-03-26
ORD000403,CUST02506,delivered,2017-02-28,2017-03-05
ORD000404,CUST02679,delivered,2017-03-01,2017-03-08
ORD000405,CUST02167,delivered,2017-03-01,2017-03-12
ORD000406,CUST00033,shipped,2017-03-01,2017-03-22
ORD000407,CUST02736,delivered,2017-03-01,2017-03-31
ORD000408,CUST02272,delivered,2017-03-02,2017-03-12
ORD000409,CUST01227,canceled,2017-03-02,2017-03-21
ORD000410,CUST02718,delivered,2017-03-02,2017-03-28
ORD000411,CUST00425,delivered,2017-03-03,2017-03-31
ORD000412,CUST00551,processing,2017-03-03,2017-03-14
ORD000413,CUST01084,processing,2017-03-03,2017-03-12
ORD000414,CUST00473,delivered,2017-03-03,2017-04-02
ORD000415,CUST00439,delivered,2017-03-03,2017-03-27
ORD000416,CUST02267,delivered,2017-03-03,2017-03-06
ORD000417,CUST00637,delivered,2017-03-03,2017-03-28
ORD000418,CUST01116,delivered,2017-03-03,2017-03-27
ORD000419,CUST01155,delivered,2017-03-04,2017-03-24
ORD000420,CUST02478,delivered,2017-03-04,2017-03-26
ORD000421,CUST00863,delivered,2017-03-04,2017-03-15
ORD000422,CUST02940,delivered,2017-03-04,2017-03-28
ORD000423,CUST01405,delivered,2017-03-04,2017-03-24
ORD000424,CUST00834,delivered,2017-03-04,2017-03-21
ORD000425,CUST02816,delivered,2017-03-05,2017-03-08
ORD000426,CUST02598,delivered,2017-03-05,2017-03-21
ORD000427,CUST01082,delivered,2017-03-05,2017-03-28
ORD000428,CUST02071,shipped,2017-03-05,2017-03-29
ORD000429,CUST02002,delivered,2017-03-05,2017-03-28
ORD000430,CUST01029,delivered,2017-03-06,2017-03-10
ORD000431,CUST00209,delivered,2017-03-06,2017-04-05
ORD000432,CUST00379,delivered,2017-03-06,2017-03-19
ORD000433,CUST02599,delivered,2017-03-06,2017-03-22
ORD000434,CUST01735,delivered,2017-03-06,2017-04-05
ORD000435,CUST01134,delivered,2017-03-06,2017-03-22
ORD000436,CUST00181,delivered,2017-03-06,2017-03-17
ORD000437,CUST00015,delivered,2017-03-06,2017-03-12
ORD000438,CUST01367,delivered,2017-03-06,2017-03-30
ORD000439,CUST00536,delivered,2017-03-07,2017-03-26
ORD000440,CUST02610,delivered,2017-03-07,2017-03-24
ORD000441,CUST01073,delivered,2017-03-07,2017-03-25
ORD000442,CUST00662,processing,2017-03-07,2017-03-21
ORD000443,CUST01810,delivered,2017-03-07,2017-03-26
ORD000444,CUST02260,delivered,2017-03-07,2017-04-03
ORD000445,CUST02891,delivered,2017-03-07,2017-03-11
ORD000446,CUST01752,canceled,2017-03-08,2017-04-03
ORD000447,CUST02298,processing,2017-03-08,2017-03-18
ORD000448,CUST00040,delivered,2017-03-08,2017-03-12
ORD000449,CUST00459,delivered,2017-03-09,2017-03-20
ORD000450,CUST00309,delivered,2017-03-09,2017-03-25
ORD000451,CUST02831,delivered,2017-03-09,2017-03-29
ORD000452,CUST00611,delivered,2017-03-09,2017-03-26
ORD000453,CUST02235,delivered,2017-03-09,2017-03-22
ORD000454,CUST00148,canceled,2017-03-09,2017-03-12
ORD000455,CUST01513,delivered,2017-03-09,2017-03-24
ORD000456,CUST02386,delivered,2017-03-09,2017-03-18
ORD000457,CUST02264,delivered,2017-03-09,2017-03-22
ORD000458,CUST00607,delivered,2017-03-10,2017-03-15
ORD000459,CUST01761,delivered,2017-03-10,2017-03-31
ORD000460,CUST00523,delivered,2017-03-10,2017-04-07
ORD000461,CUST00172,delivered,2017-03-10,2017-03-13
ORD000462,CUST01263,delivered,2017-03-10,2017-04-05
ORD000463,CUST01494,delivered,2017-03-10,2017-03-20
ORD000464,CUST00164,delivered,2017-03-11,2017-04-05
ORD000465,CUST01466,processing,2017-03-11,2017-03-27
