order_id,item_id,product_category,price,freight_value
ORD000065,92,electronics,1620.18,42.46
ORD000066,93,food,99.39,38.27
ORD000066,94,health,211.28,46.7
ORD000066,95,sports,148.5,53.92
ORD000067,96,sports,363.68,36.02
ORD000067,97,fashion,133.51,38.76
ORD000068,98,fashion,314.7,58.87
ORD000068,99,fashion,169.44,58.62
ORD000068,100,beauty,139.0,57.88
ORD000069,101,electronics,1296.73,13.82
ORD000070,102,home_appliances,480.35,49.32
ORD000071,103,books,148.41,56.29
ORD000072,104,furniture,1108.93,43.3
ORD000073,105,books,70.99,15.9
ORD000074,106,home_appliances,398.4,34.71
ORD000075,107,electronics,687.87,32.7
ORD000075,108,electronics,1069.8,48.28
ORD000076,109,home_appliances,351.0,53.47
ORD000076,110,toys,43.83,18.35
ORD000077,111,home_appliances,779.31,29.41
ORD000078,112,electronics,1515.09,22.07
ORD000079,113,fashion,322.41,26.83
ORD000080,114,electronics,1555.49,13.69
ORD000081,115,furniture,1392.81,41.54
ORD000081,116,beauty,137.14,47.88
ORD000081,117,beauty,196.69,46.19
ORD000082,118,books,91.12,17.61
ORD000083,119,sports,369.56,32.68
ORD000084,120,electronics,1556.05,23.96
ORD000085,121,fashion,222.99,12.41
ORD000085,122,home_appliances,775.19,35.41
ORD000086,123,fashion,190.22,47.87
ORD000086,124,food,23.35,57.25
ORD000086,125,toys,156.96,31.53
ORD000087,126,toys,90.3,27.37
ORD000088,127,fashion,220.99,21.18
ORD000089,128,furniture,611.31,40.31
ORD000090,129,fashion,158.59,14.8
ORD000091,130,home_appliances,418.85,39.92
ORD000092,131,toys,126.07,19.76
ORD000093,132,books,74.34,24.09
ORD000094,133,home_appliances,694.82,16.31
ORD000094,134,home_appliances,1168.0,45.81
ORD000094,135,furniture,443.93,54.44
ORD000095,136,electronics,618.91,23.92
ORD000096,137,food,84.29,47.21
ORD000097,138,electronics,650.76,26.77
ORD000098,139,beauty,184.42,13.7
ORD000099,140,toys,46.14,15.02
ORD000100,141,home_appliances,440.4,37.91
ORD000100,142,toys,140.17,57.46
ORD000101,143,fashion,250.9,53.61
ORD000102,144,electronics,1152.18,34.23
ORD000103,145,home_appliances,381.79,41.74
ORD000104,146,home_appliances,973.28,20.71
ORD000105,147,home_appliances,861.22,45.5
ORD000106,148,beauty,172.68,41.55
ORD000107,149,fashion,234.14,57.72
ORD000108,150,toys,180.01,43.4
ORD000108,151,home_appliances,880.03,39.89
ORD000109,152,fashion,140.68,58.15
ORD000110,153,books,80.35,32.36
ORD000110,154,fashion,202.46,18.81
ORD000111,155,beauty,119.52,29.9
ORD000111,156,electronics,1811.47,52.01
ORD000111,157,toys,136.17,44.36
ORD000112,158,fashion,139.53,52.55
ORD000113,159,sports,229.28,43.75
ORD000114,160,books,81.02,23.03
ORD000115,161,home_appliances,468.95,41.81
ORD000116,162,home_appliances,471.31,53.78
ORD000117,163,books,43.24,58.41
ORD000118,164,electronics,1263.63,57.51
ORD000119,165,fashion,309.13,26.66
ORD000120,166,books,37.62,12.46
ORD000121,167,sports,494.09,51.91
ORD000122,168,beauty,108.04,18.07
ORD000123,169,home_appliances,802.95,22.44
ORD000124,170,toys,160.82,36.33
ORD000125,171,books,35.07,24.15
ORD000126,172,sports,375.23,11.69
ORD000127,173,books,75.34,30.04
ORD000127,174,books,135.19,53.1
ORD000128,175,home_appliances,953.49,46.63
ORD000129,176,beauty,158.34,55.95
ORD000130,177,sports,256.45,51.57
ORD000131,178,books,81.02,47.17
ORD000131,179,fashion,212.67,14.98
ORD000132,180,sports,250.63,31.48
ORD000132,181,fashion,196.9,23.93
ORD000132,182,fashion,285.86,35.33
ORD000133,183,health,234.61,57.57
ORD000134,184,beauty,140.45,38.89
ORD000134,185,electronics,1633.93,32.35
ORD000135,186,electronics,896.98,17.19
ORD000136,187,electronics,1297.42,20.38
ORD000137,188,sports,133.56,30.16
ORD000137,189,toys,123.74,51.98
ORD000137,190,books,37.07,34.67
ORD000138,191,beauty,216.86,11.83
ORD000139,192,sports,448.57,23.41
ORD000140,193,sports,295.49,34.99
ORD000141,194,fashion,213.41,34.15
ORD000141,195,sports,395.87,46.65
ORD000141,196,furniture,810.84,13.88
ORD000142,197,electronics,1231.9,16.07
ORD000143,198,toys,58.19,54.28
ORD000144,199,sports,309.84,16.99
ORD000145,200,home_appliances,259.26,15.88
ORD000145,201,health,232.79,54.01
ORD000146,202,fashion,341.86,38.19
ORD000147,203,fashion,280.51,50.14
ORD000148,204,fashion,256.36,33.61
ORD000148,205,fashion,174.05,47.34
ORD000148,206,health,282.68,18.21
ORD000149,207,home_appliances,567.69,18.96
ORD000149,208,home_appliances,1243.31,10.28
ORD000150,209,electronics,550.16,32.93
ORD000150,210,electronics,1399.96,39.72
ORD000151,211,sports,453.34,27.25
ORD000152,212,electronics,854.7,55.58
ORD000153,213,beauty,123.45,48.35
ORD000154,214,sports,356.64,20.13
ORD000154,215,sports,141.19,20.82
ORD000154,216,electronics,1301.86,16.34
ORD000155,217,sports,253.18,38.78
ORD000156,218,sports,486.66,46.86
ORD000156,219,sports,463.69,20.47
ORD000157,220,fashion,139.93,56.48
ORD000158,221,electronics,1160.74,10.01
ORD000159,222,food,30.96,50.36
ORD000160,223,home_appliances,552.56,48.0
ORD000161,224,home_appliances,1023.92,45.31
ORD000162,225,toys,90.72,13.91
ORD000163,226,fashion,124.83,41.69
ORD000164,227,electronics,1099.59,32.08
ORD000165,228,fashion,111.07,54.99
ORD000166,229,electronics,1785.82,52.77
ORD000167,230,fashion,202.22,40.85
ORD000167,231,toys,187.3,19.55
ORD000168,232,furniture,1494.53,19.79
ORD000169,233,electronics,1337.9,26.42
ORD000170,234,furniture,903.35,10.65
ORD000170,235,fashion,269.17,42.08
ORD000170,236,home_appliances,1245.74,45.21
ORD000171,237,electronics,1315.49,11.52
ORD000172,238,home_appliances,857.55,32.72
ORD000172,239,electronics,1599.9,42.38
ORD000173,240,electronics,991.25,40.65
ORD000174,241,beauty,85.38,52.55
ORD000174,242,electronics,1734.5,15.97
ORD000175,243,beauty,112.85,52.89
ORD000176,244,toys,144.82,46.87
ORD000177,245,beauty,229.93,54.89
ORD000178,246,health,233.31,28.31
ORD000179,247,beauty,133.28,43.39
ORD000180,248,electronics,1618.07,17.38
ORD000181,249,electronics,471.21,40.43
ORD000182,250,home_appliances,885.3,52.11
ORD000183,251,fashion,243.17,15.89
ORD000183,252,home_appliances,1086.11,14.3
ORD000183,253,furniture,405.79,55.9
ORD000184,254,electronics,908.0,41.33
ORD000185,255,electronics,416.7,41.9
ORD000186,256,toys,190.92,25.39
ORD000187,257,furniture,1337.5,47.37
ORD000188,258,fashion,188.79,24.35
ORD000188,259,fashion,244.51,30.7
ORD000189,260,fashion,134.77,58.96
ORD000189,261,fashion,206.88,14.62
ORD000190,262,fashion,306.71,36.15
ORD000191,263,beauty,84.09,57.48
ORD000191,264,sports,162.28,38.44
ORD000192,265,home_appliances,896.01,44.1
ORD000192,266,fashion,177.65,58.42
ORD000192,267,sports,397.25,23.45
ORD000193,268,fashion,140.48,23.04
ORD000194,269,home_appliances,881.11,33.76
ORD000194,270,home_appliances,572.99,38.19
ORD000194,271,beauty,230.25,26.12
ORD000195,272,fashion,345.31,17.94
ORD000196,273,fashion,345.89,19.36
ORD000197,274,electronics,1274.84,47.6
ORD000198,275,sports,337.43,44.72
ORD000199,276,home_appliances,493.59,46.17
ORD000199,277,sports,293.02,30.06
ORD000200,278,furniture,581.16,56.74
ORD000201,279,electronics,1081.43,23.47
ORD000201,280,sports,337.23,18.2
ORD000201,281,electronics,880.93,39.84
ORD000202,282,home_appliances,1201.49,38.4
ORD000203,283,beauty,207.71,12.69
ORD000204,284,books,46.98,27.31
ORD000205,285,home_appliances,908.61,20.02
ORD000206,286,fashion,130.38,52.89
ORD000207,287,beauty,80.83,37.77
ORD000208,288,electronics,654.93,15.0
ORD000208,289,sports,257.62,20.62
ORD000209,290,fashion,214.05,22.14
ORD000210,291,home_appliances,568.36,56.76
ORD000210,292,home_appliances,577.11,24.16
ORD000210,293,beauty,224.54,39.85
ORD000211,294,fashion,275.96,58.51
ORD000212,295,toys,68.51,21.76
ORD000213,296,home_appliances,251.59,39.96
ORD000214,297,electronics,768.12,35.0
ORD000215,298,fashion,102.86,29.2
ORD000216,299,electronics,897.75,43.76
ORD000217,300,fashion,361.51,18.98
ORD000218,301,home_appliances,356.43,50.31
ORD000219,302,beauty,181.17,30.22
ORD000220,303,electronics,605.98,35.35
ORD000220,304,beauty,52.32,42.69
ORD000221,305,home_appliances,304.51,31.25
ORD000222,306,electronics,1691.4,55.41
ORD000222,307,home_appliances,1031.0,45.6
ORD000223,308,food,28.93,18.94
ORD000223,309,home_appliances,1009.61,53.52
ORD000224,310,electronics,1917.12,45.38
ORD000225,311,home_appliances,864.52,53.61
ORD000226,312,home_appliances,289.84,53.39
ORD000227,313,electronics,1358.93,28.46
ORD000228,314,beauty,203.37,11.18
ORD000229,315,fashion,200.12,32.34
ORD000230,316,electronics,578.69,46.6
ORD000231,317,home_appliances,425.23,36.75
ORD000232,318,electronics,1189.52,54.64
ORD000233,319,home_appliances,867.24,55.94
ORD000234,320,furniture,1284.58,38.45
ORD000234,321,electronics,922.54,11.91
ORD000234,322,sports,389.52,50.62
ORD000235,323,home_appliances,975.4,26.89
ORD000236,324,fashion,195.22,19.2
ORD000237,325,beauty,198.54,13.96
ORD000237,326,furniture,1458.19,49.68
ORD000238,327,health,207.74,36.96
ORD000239,328,beauty,59.77,38.67
ORD000239,329,fashion,355.64,23.74
ORD000240,330,electronics,1202.5,12.29
ORD000241,331,electronics,855.86,10.25
ORD000242,332,books,108.87,23.74
ORD000243,333,books,106.18,14.86
ORD000244,334,beauty,94.21,40.57
ORD000245,335,sports,284.26,31.04
ORD000245,336,sports,316.58,33.78
ORD000246,337,fashion,170.89,51.13
ORD000247,338,toys,119.84,36.61
ORD000248,339,home_appliances,652.94,43.03
ORD000249,340,electronics,1178.46,59.25
ORD000250,341,beauty,155.92,25.2
ORD000251,342,home_appliances,717.38,17.8
ORD000251,343,sports,349.71,38.24
ORD000252,344,books,120.17,24.19
ORD000253,345,health,150.07,36.88
ORD000253,346,fashion,359.65,16.17
ORD000254,347,fashion,108.19,24.47
ORD000255,348,books,148.13,58.94
ORD000255,349,sports,240.81,20.89
ORD000256,350,fashion,306.15,41.51
ORD000256,351,beauty,187.37,41.66
ORD000256,352,sports,300.92,36.63
ORD000257,353,home_appliances,1006.83,24.31
ORD000258,354,electronics,1797.35,30.0
ORD000258,355,electronics,1727.79,48.15
ORD000258,356,beauty,186.67,14.92
ORD000259,357,home_appliances,668.27,19.44
ORD000260,358,fashion,257.91,35.17
ORD000261,359,sports,263.51,11.14
ORD000262,360,electronics,1400.79,44.22
ORD000263,361,electronics,1362.15,49.49
ORD000263,362,home_appliances,761.34,19.65
ORD000263,363,furniture,849.32,46.15
ORD000264,364,home_appliances,962.79,19.99
ORD000265,365,electronics,449.42,38.88
ORD000266,366,beauty,138.73,22.09
ORD000267,367,home_appliances,891.38,50.18
ORD000268,368,toys,185.42,22.24
ORD000268,369,beauty,63.97,47.43
ORD000269,370,home_appliances,769.77,33.51
ORD000270,371,books,144.91,54.17
ORD000271,372,beauty,171.4,59.46
ORD000272,373,home_appliances,1077.75,12.99
ORD000272,374,books,129.4,46.26
ORD000273,375,home_appliances,1177.39,41.46
ORD000274,376,books,42.43,52.35
ORD000275,377,sports,416.65,46.1
ORD000275,378,fashion,271.96,17.1
ORD000276,379,home_appliances,514.51,26.5
ORD000277,380,home_appliances,959.08,47.63
ORD000278,381,fashion,281.76,26.53
ORD000278,382,home_appliances,507.92,23.76
ORD000279,383,electronics,1234.85,11.3
ORD000280,384,sports,385.52,25.33
ORD000280,385,beauty,163.53,25.24
ORD000281,386,beauty,80.89,50.26
ORD000281,387,electronics,1371.92,52.96
ORD000282,388,fashion,330.28,39.16
ORD000283,389,electronics,982.66,35.43
ORD000284,390,home_appliances,726.97,55.0
ORD000284,391,food,71.51,39.36
ORD000285,392,home_appliances,627.98,56.3
ORD000286,393,toys,117.13,34.2
ORD000287,394,beauty,62.95,21.24
ORD000288,395,electronics,1373.83,46.44
ORD000289,396,electronics,1198.06,38.47
ORD000290,397,electronics,1594.01,50.94
ORD000291,398,toys,158.62,28.18
ORD000291,399,electronics,1402.24,57.6
ORD000292,400,fashion,363.5,52.33
ORD000293,401,electronics,1676.67,32.33
ORD000294,402,fashion,314.18,19.13
ORD000295,403,toys,76.53,45.87
ORD000295,404,electronics,1967.0,23.29
ORD000295,405,fashion,297.93,46.67
ORD000296,406,furniture,459.06,25.14
ORD000296,407,fashion,148.18,48.08
ORD000296,408,home_appliances,348.27,54.08
ORD000297,409,books,38.77,33.91
ORD000298,410,home_appliances,349.88,39.47
ORD000299,411,fashion,77.88,31.49
ORD000300,412,beauty,138.53,42.13
ORD000300,413,sports,353.97,47.78
ORD000300,414,health,120.42,30.36
ORD000301,415,sports,231.46,34.16
ORD000302,416,sports,205.68,36.61
ORD000303,417,beauty,150.61,41.3
ORD000304,418,books,51.86,10.33
ORD000305,419,home_appliances,745.79,18.94
ORD000305,420,books,110.76,14.73
ORD000306,421,fashion,281.09,51.13
ORD000306,422,electronics,573.94,21.59
ORD000307,423,fashion,304.93,33.59
ORD000308,424,furniture,552.35,43.59
ORD000309,425,electronics,1033.98,18.59
ORD000310,426,beauty,115.14,35.82
ORD000311,427,sports,266.76,46.32
ORD000312,428,fashion,355.3,51.72
ORD000313,429,fashion,293.01,51.46
ORD000314,430,fashion,243.99,48.13
ORD000315,431,furniture,366.37,30.44
ORD000316,432,electronics,1131.02,23.71
ORD000317,433,fashion,273.62,22.8
ORD000317,434,toys,43.79,31.37
ORD000318,435,sports,395.61,49.87
ORD000319,436,home_appliances,523.96,13.72
ORD000320,437,beauty,238.3,39.65
ORD000321,438,furniture,1237.47,29.5
ORD000321,439,food,76.52,22.49
ORD000321,440,health,200.67,12.97
ORD000322,441,fashion,236.37,31.91
ORD000323,442,home_appliances,1130.85,13.7
ORD000324,443,beauty,214.86,53.7
ORD000324,444,sports,329.64,38.09
ORD000324,445,home_appliances,577.84,37.33
ORD000325,446,sports,426.92,44.48
ORD000326,447,books,134.49,44.96
ORD000327,448,food,48.9,48.64
ORD000327,449,beauty,92.96,26.06
ORD000328,450,fashion,134.7,58.57
ORD000329,451,sports,473.07,17.01
ORD000330,452,home_appliances,1056.06,49.9
ORD000331,453,electronics,1983.43,28.67
ORD000331,454,sports,498.26,57.99
ORD000332,455,fashion,236.64,24.13
ORD000332,456,fashion,95.13,13.78
ORD000333,457,sports,144.93,17.91
ORD000334,458,toys,131.83,33.42
ORD000335,459,electronics,516.93,44.2
ORD000336,460,home_appliances,1139.36,59.72
ORD000336,461,electronics,928.69,19.08
ORD000337,462,home_appliances,1031.11,46.97
ORD000338,463,toys,104.23,24.69
ORD000338,464,sports,255.98,10.43
ORD000338,465,fashion,120.15,52.78
ORD000339,466,books,93.88,42.68
ORD000340,467,books,141.04,54.66
ORD000341,468,sports,175.54,17.41
ORD000341,469,fashion,105.27,36.67
ORD000342,470,electronics,603.72,27.43
ORD000342,471,electronics,1792.89,56.42
ORD000342,472,beauty,90.34,18.16
ORD000343,473,fashion,350.96,48.62
ORD000343,474,electronics,1804.22,57.22
ORD000343,475,electronics,1916.82,11.27
ORD000344,476,toys,73.37,12.46
ORD000344,477,home_appliances,448.64,48.55
ORD000345,478,electronics,1950.79,35.34
ORD000346,479,home_appliances,412.88,20.48
ORD000347,480,beauty,121.68,59.77
ORD000347,481,home_appliances,460.33,14.54
ORD000347,482,home_appliances,727.98,35.44
ORD000348,483,electronics,1008.05,31.0
ORD000348,484,food,28.01,28.02
ORD000348,485,fashion,94.59,57.3
ORD000349,486,fashion,285.36,42.52
ORD000350,487,toys,42.54,58.21
ORD000350,488,beauty,229.47,12.27
ORD000351,489,electronics,414.84,35.93
ORD000351,490,electronics,1151.7,11.95
ORD000352,491,fashion,296.95,24.65
ORD000353,492,books,80.31,18.73
ORD000354,493,electronics,1695.07,43.43
ORD000355,494,furniture,1243.87,11.5
ORD000356,495,home_appliances,623.18,52.07
ORD000357,496,electronics,441.33,11.42
ORD000358,497,beauty,78.87,30.38
ORD000359,498,books,116.7,18.49
ORD000360,499,fashion,141.81,30.99
ORD000361,500,food,57.15,30.75
ORD000362,501,home_appliances,1106.92,50.47
ORD000362,502,electronics,1161.99,54.98
ORD000363,503,fashion,237.0,57.85
ORD000364,504,electronics,1188.48,51.55
ORD000365,505,electronics,1223.57,50.27
ORD000366,506,beauty,198.64,45.86
ORD000367,507,sports,199.91,22.53
ORD000368,508,fashion,288.14,33.11
ORD000368,509,sports,306.76,59.38
ORD000369,510,toys,92.47,28.74
ORD000370,511,beauty,220.15,47.4
ORD000371,512,sports,417.68,58.98
ORD000371,513,electronics,1415.41,51.77
ORD000372,514,home_appliances,261.71,34.04
ORD000373,515,electronics,1791.24,58.54
ORD000373,516,home_appliances,1242.7,32.66
ORD000374,517,home_appliances,994.96,42.77
ORD000375,518,fashion,374.01,19.32
ORD000376,519,toys,163.52,32.82
ORD000377,520,toys,162.12,23.14
ORD000378,521,home_appliances,275.41,37.17
ORD000378,522,electronics,1960.14,51.5
ORD000379,523,beauty,75.26,27.38
ORD000380,524,sports,475.82,58.31
ORD000381,525,electronics,1712.04,54.28
ORD000381,526,home_appliances,391.71,44.03
ORD000381,527,books,53.84,47.23
ORD000382,528,books,97.55,36.53
ORD000383,529,sports,315.78,44.68
ORD000384,530,electronics,654.0,44.02
ORD000384,531,sports,443.58,21.31
ORD000384,532,furniture,1159.3,37.04
ORD000385,533,home_appliances,452.2,12.45
ORD000385,534,food,52.07,29.49
ORD000385,535,home_appliances,671.26,33.83
ORD000386,536,beauty,110.0,13.74
ORD000387,537,beauty,91.75,46.67
ORD000387,538,sports,126.73,47.76
ORD000388,539,home_appliances,410.25,58.6
ORD000389,540,food,51.3,17.97
ORD000389,541,home_appliances,841.42,22.43
ORD000389,542,fashion,142.89,57.45
ORD000390,543,home_appliances,975.98,39.3
ORD000391,544,fashion,117.72,23.77
ORD000392,545,sports,308.25,36.21
ORD000393,546,sports,192.87,31.91
ORD000393,547,books,94.95,40.5
ORD000394,548,toys,160.68,46.0
ORD000395,549,furniture,349.17,51.9
ORD000395,550,fashion,263.07,31.3
ORD000396,551,beauty,223.1,34.37
ORD000397,552,home_appliances,338.57,46.59
ORD000398,553,toys,78.61,52.5
ORD000398,554,home_appliances,951.6,31.62
ORD000398,555,electronics,568.3,48.5
ORD000399,556,beauty,230.95,42.01
ORD000399,557,fashion,275.09,22.56
ORD000400,558,electronics,1540.95,34.28
ORD000401,559,fashion,205.13,23.29
ORD000402,560,books,88.54,40.33
ORD000402,561,sports,342.65,53.52
ORD000402,562,beauty,58.42,15.39
ORD000403,563,sports,139.43,14.75
ORD000403,564,food,39.09,39.01
ORD000404,565,sports,426.11,45.91
ORD000404,566,electronics,1435.34,32.01
ORD000405,567,toys,45.96,29.93
ORD000406,568,beauty,136.36,55.4
ORD000406,569,fashion,129.22,41.53
ORD000407,570,fashion,198.64,11.42
ORD000408,571,toys,97.37,44.15
ORD000409,572,food,42.13,49.19
ORD000410,573,beauty,176.96,48.43
ORD000411,574,sports,445.39,42.41
ORD000412,575,books,123.72,18.6
ORD000412,576,home_appliances,338.87,27.59
ORD000413,577,books,145.91,25.83
ORD000414,578,furniture,408.52,30.3
ORD000415,579,sports,402.63,20.11
ORD000416,580,home_appliances,587.0,31.89
ORD000416,581,fashion,122.77,18.43
ORD000417,582,electronics,896.84,35.31
ORD000418,583,fashion,242.98,18.9
ORD000419,584,electronics,549.38,45.58
ORD000420,585,beauty,220.44,17.29
ORD000420,586,fashion,181.14,16.65
ORD000420,587,home_appliances,1095.01,46.81
ORD000421,588,books,103.61,58.54
ORD000421,589,fashion,142.45,51.31
ORD000422,590,electronics,1988.28,11.32
ORD000423,591,beauty,93.8,53.76
ORD000424,592,books,47.45,24.84
ORD000425,593,toys,117.32,31.95
ORD000425,594,sports,499.35,19.61
ORD000425,595,electronics,1229.71,29.98
ORD000426,596,furniture,764.52,23.07
ORD000427,597,fashion,315.52,31.57
ORD000427,598,fashion,352.65,21.74
ORD000428,599,electronics,1509.12,26.08
ORD000429,600,beauty,209.11,38.95
ORD000429,601,electronics,1867.97,59.28
ORD000430,602,sports,141.92,51.31
ORD000430,603,fashion,179.5,45.11
ORD000431,604,books,56.88,23.46
ORD000431,605,toys,113.64,31.89
ORD000431,606,sports,125.86,59.79
ORD000432,607,home_appliances,900.28,54.79
ORD000433,608,beauty,62.76,27.72
ORD000434,609,fashion,150.6,54.83
ORD000434,610,electronics,1356.38,31.54
ORD000434,611,books,46.0,29.81
ORD000435,612,fashion,284.16,25.23
ORD000436,613,books,90.95,30.36
ORD000437,614,health,200.85,53.14
ORD000437,615,food,24.24,47.72
ORD000438,616,books,38.52,13.18
ORD000439,617,electronics,711.39,58.99
ORD000440,618,health,260.58,11.47
ORD000440,619,furniture,1174.4,26.59
ORD000441,620,home_appliances,950.93,44.27
ORD000442,621,home_appliances,724.41,52.36
ORD000442,622,electronics,897.91,18.87
ORD000443,623,fashion,102.22,23.03
ORD000444,624,fashion,269.17,14.08
ORD000445,625,electronics,812.43,53.97
ORD000446,626,sports,373.08,14.77
ORD000447,627,health,63.02,26.34
ORD000448,628,books,98.17,28.74
ORD000449,629,electronics,1418.37,34.91
ORD000450,630,food,27.76,44.16
ORD000451,631,fashion,128.08,32.03
ORD000452,632,books,90.88,50.72
ORD000452,633,home_appliances,872.08,56.76
ORD000453,634,books,44.43,56.71
ORD000453,635,furniture,429.33,44.15
ORD000454,636,electronics,559.55,19.66
ORD000455,637,sports,234.96,32.73
ORD000456,638,toys,165.45,57.2
ORD000457,639,electronics,793.96,17.07
ORD000458,640,home_appliances,1044.05,12.08
ORD000458,641,electronics,1971.75,34.02
ORD000458,642,toys,145.55,47.73
ORD000459,643,toys,54.55,42.74
ORD000460,644,sports,380.88,36.08
ORD000460,645,books,107.18,24.13
ORD000460,646,electronics,1621.64,24.65
ORD000461,647,home_appliances,627.07,34.52
ORD000462,648,fashion,220.23,29.44
ORD000463,649,books,64.46,44.2
ORD000464,650,toys,70.09,14.46
ORD000465,651,beauty,164.25,18.67
ORD000465,652,fashion,89.39,11.4
ORD000466,653,home_appliances,601.77,36.89
ORD000466,654,books,112.1,31.69
ORD000466,655,home_appliances,1099.22,35.44
ORD000467,656,electronics,743.19,32.86
ORD000468,657,fashion,171.09,45.7
ORD000469,658,sports,345.21,12.26
ORD000470,659,furniture,439.6,24.52
ORD000471,660,beauty,233.05,26.54
ORD000471,661,electronics,1023.87,21.42
ORD000471,662,furniture,782.35,17.8
ORD000472,663,sports,203.27,56.11
ORD000473,664,beauty,230.42,25.49
ORD000474,665,beauty,232.75,30.46
ORD000474,666,electronics,1717.69,28.86
ORD000474,667,toys,70.32,48.96
ORD000475,668,electronics,1508.04,12.09
ORD000476,669,electronics,1503.2,13.53
ORD000476,670,electronics,654.28,49.56
ORD000477,671,sports,166.95,47.0
ORD000478,672,beauty,189.0,24.24
ORD000478,673,fashion,331.65,23.07
ORD000478,674,books,77.39,54.28
ORD000479,675,electronics,1754.33,20.04
ORD000480,676,electronics,1166.11,15.57
ORD000481,677,home_appliances,333.61,44.68
ORD000482,678,home_appliances,620.9,46.92
ORD000483,679,books,109.55,35.18
ORD000484,680,books,116.99,12.19
ORD000484,681,electronics,644.34,52.97
ORD000484,682,fashion,127.66,33.1
ORD000485,683,electronics,1008.05,57.34
ORD000485,684,home_appliances,475.24,41.36
ORD000485,685,fashion,291.35,11.27
ORD000486,686,toys,136.27,24.39
ORD000487,687,sports,227.02,15.57
ORD000488,688,home_appliances,267.46,46.02
ORD000489,689,fashion,86.53,55.08
ORD000489,690,beauty,51.18,10.17
ORD000490,691,home_appliances,816.95,52.85
ORD000491,692,electronics,1272.93,10.99
ORD000491,693,books,87.17,38.57
ORD000492,694,beauty,127.35,55.51
ORD000493,695,home_appliances,500.04,59.01
ORD000494,696,home_appliances,1148.58,32.71
